NOVA-ME,NOVA-ME,
zz-jason,Jian Zhang,
whoiscc,Correctizer,
ice1000,Tesla I. Zhang‮,
ZhangHanDong,Alex,
xiekeyi98,Keyi Xie,
c4pt0r,dongxu,
xiaobogaga,xiaobogaga,
kisom,Kyle Isom,
seansu4you87,Sean Yu,
yaalsn,asn,
jaltabike,Ilyeop Yi,
lerencao,lerencao,
TigerInYourDream,Alvin,
wujunze,Panda,
DorianZheng,dorianzheng,
huachaohuang,Richard,
crlf0710,Charles Lew,
caohe,He Cao,
Thearas,Thearas,
poonai,Poonai,
gaodayue,Dayue Gao,
DCjanus,DCjanus,
GinYM,Yiming Jin,
emperorlu,Kai Lu,
edwardpku,Edward Li,
AbnerDBFan,AbnerDBFan,
AbnerZheng,Abner Zheng,
mccxj,xiaojian cai,
kg88,lucyscat,
solotzg,Zhigao Tong,
kamijin-fanta,kamijin_fanta,
killme2008,dennis zhuang,
Kingwl,Wenlu Wang,
shizy818,shizy,
yangwenmai,maiyang,
haoxiang47,haoxiang,
yjhmelody,yjh,
sllt,Malong,
shenli,Shen Li,
chux0519,Yongsheng Xu,
WPH95,JustWPH,
mtunique,Tao Meng,
caniszczyk,Chris Aniszczyk,
CaitinChen,Caitin,
sweetIan,Ian Huang,
malc0lm,Ang Lee,
opensourcegeek,opensourcegeek,
xiangyuf,xiangyu0xf,
smallyard,smallyard,
bombless,York Xiang,
arosspope,Andrew Pope,
vkorenev,Vladimir Korenev,
intellild,intellild,
queenypingcap,Queeny,
ceohockey60,Kevin Xu,
GuillaumeGomez,Guillaume Gomez,
Pslydhh,Pslydhh,
lamxTyler,Haibin Xie,
csmoe,csmoe,
dyxushuai,John Smith,
kbacha,Kevin Choubacha,
jackysp,Jack Yu,
iamxy,iamxy,
UncP,UncP,
coocood,Evan Zhou,
Librazy,Liqueur Librazy,
ngaut,goroutine,
fipped,Wenjin Rao,
friedm,Matt Friedman,
wentaoxu,XuWentao,
biluohc,wspsxing,
mitnk,Hugo Wang,
zimulala,Lynn,
hanfei1991,Han Fei,
JackDrogon,Drogon,
seth-priya,Priya Seth,
lishuai87,ls,
choleraehyq,Cholerae Hu,
JinheLin,jinhelin,
andelf,Andelf,
bailaohe,BluesCoder,
cosmtrek,Rick Yu,
plutolove,Shangqi Meng,
hhkbp2,Dylan Wen,
lishihai9017,Li Shihai,
Richard-zhang,SSHz,
AkihiroSuda,Akihiro Suda,
aya,Yann Autissier,
mrmiywj,Ivan.Yang,
qiuyesuifeng,cuiqiu,
andylibrian,Andy Librian,
weidagang,Dagang Wei,
wayslog,WaySLOG,
xiang90,Xiang Li,
spullara,Sam Pullara,
morefreeze,MoreFreeze,
PaladinTyrion,PaladinTyrion,
genedna,Quanyi Ma,
jonboulle,Jonathan Boulle,
aiordache,Anca Iordache,
ameyag,Ameya Gawde,
thaJeztah,Sebastiaan van Stijn,
fredericdalleau,Frédéric Dalleau,
cpuguy83,Brian Goff,
dperny,Drew Erny,
rvolosatovs,Roman Volosatovs,
tianon,Tianon Gravi,
geaaru,Daniele Rondina,
awmirantis,Adam Williams,
sparrc,Cameron Sparr,
metux,Enrico Weigelt,
joakimr-axis,Joakim Roubert,
tonistiigi,Tõnis Tiigi,
tao12345666333,Jintao Zhang,
lordgrenville,Josh Friedlander,
zzeebbii,Muhammad Zohaib Aslam,
anujva,Anuj Varma,
WhyNotHugo,Hugo Osvaldo Barrera,
lowenna,John Howard,
angelcar,Angel Velazquez,
olljanat,Olli Janatuinen,
mrostecki,Michal Rostecki,
brettmilford,Brett,
katiewasnothere,Kathryn Baldauf,
liubin,Bin Liu,
zvier,zvier,
KentaTada,Kenta Tada,
tiborvass,Tibor Vass,
fanjiyun,fanjiyun,
xrisfg,Chris Kreussling (Flatbush Gardener),
ckj996,Kaijie Chen,
konstruktoid,Thomas Sjögren,
jmguzik,Jakub Guzik,
jhuntwork,Jeremy Huntwork,
slashbeast,Piotr Karbowski,
LeviHarrison,Levi Harrison,
Rid,Grant Millar,
coolljt0725,Lei Jitang,
alexisries,Alexis Ries,
FreddieOliveira,Frederico F. de Oliveira,
kzys,Kazuyoshi Kato,
cyphar,Aleksa Sarai,
rcowsill,Rob Cowsill,
kolyshkin,Kir Kolyshkin,
MuhammedTaha02,Muhammed Taha,
0xflotus,0xflotus,
jchorl,Josh Chorlton,
ob,Oscar Bonilla,
simonferquel,Simon Ferquel,
arkodg,Arko Dasgupta,
kplachkov,Kostadin Plachkov,
Vanient,Danni Xia,
KawinSetsuwan,Kawin Setsuwan,
EricMountain,Eric Mountain,
xibolun,penggy,
elboulangero,Arnaud Rebillout,
jimlinntu,Jim Lin,
shynome,shynome,
r-uehara0219,Riku Uehara,
kaydxh,kay,
TBBle,"Paul ""TBBle"" Hampson",
cuonglm,Cuong Manh Le,
bboehmke,Benjamin Böhmke,
J-jaeyoung,정재영,
pfandzelter,Tobias Pfandzelter,
phaas,Patrick Haas,
edigaryev,Nikolay Edigaryev,
tklauser,Tobias Klauser,
iamleot,Leonardo Taccari,
svlentink,SV Lentink,
pjbgf,Paulo Gomes,
lobeck,Christian Becker,
kikimo,fzuwwl,
MDautbegovic,Mirza Dautbegovic,
MrSsunlight,Mr.Sun,
Toasterson,Till Wegmüller,
wangyumu,WangYuMu,
lkozloff,Lyle Kozloff,
RekGRpth,RekGRpth,
IsaiahGrace,Isaiah Grace,
eelf,Evgeniy Makhrov,
akerouanton,Albin Kerouanton,
vivanov-dp,Velko Ivanov,
skanehira,skanehira,
sshmaxime,Maxime Aubanel,
Flowdalic,Florian Schmaus,
jienius,jieniu$,
kevpar,Kevin Parsons,
roidelapluie,Julien Pivotto,
wodeshijie33941,hejindong,
ste-giraldo,Stefano,
rensgr,rens,
cristianrz,Cristian Ariza,
xinfengliu,Xinfeng Liu,
justincormack,Justin Cormack,
XiaodongLoong,Xiaodong Liu,
akhilerm,Akhil Mohan,
ericthkr,Eric Thalakottur,
gaurav1086,gaurav singh,
cyenyxe,Cristina Yenyxe Gonzalez Garcia,
BhatNikhil,Nikhil Bhat,
jtrmal,"Jan ""yenda"" Trmal",
lobsterlooks,Github,
stanislavlevin,Stanislav Levin,
sudohikumar,Himanshu Kumar,
gloomybrain,Denis Novozhilov,
ilya-korotya,Ilya,
BurtonQin,Anonymous,
joehattori,Joe Hattori,
m-graf,Graf,
wpjunior,Wilson Júnior,
roman-mazur,Roman Mazur,
alanhoyle,Alan Hoyle,
james-nesbitt,James Nesbitt,
DanielQujun,Daniel,
Julio-Guerra,Julio Guerra,
vboulineau,Vincent Boulineau,
carlosedp,Carlos Eduardo,
SamWhited,Sam Whited,
sfm1977,Sérgio Marques,
FredLiu01,Fred Liu,
fuweid,Fu Wei,
eunomie,Yves Brissaud,
sidletsky,Sasha Sidletsky,
pricec,Chris Price,
wingkwong,աɨռɢӄաօռɢ,
samuelkarp,Samuel Karp,
vanmash,Maciek,
jecepeda,Jaime Cepeda,
VishakhaShah,VishakhaShah,
danielhelfand,Daniel Helfand,
zaquestion,Zaq? Wiedmann,
hakman,Ciprian Hacman,
herewasmike,Mike Toldov,
SoManyHs,Hsing-Hui Hsu,
ahjumma,Andrew,
JamesJJ,JamesJJ,
saschagrunert,Sascha Grunert,
compSciKai,Kainoa Seaman,
vikramhh,Vikram bir Singh,
sh7dm,Dmitry Sharshakov,
Jonas-Heinrich,Jonas Heinrich,
dnnr,Daniel Danner,
pradipd,Pradip Dhara,
admanV,Cho Hyunsung,
bg-chun,Byonggon Chun,
jmartin84,Justen Martin,
Caligatio,Brian Turek,
yongtang,Yong Tang,
andrewhsu,Andrew Hsu,
yedamao,dave,
CoRfr,Bertrand Roussel,
zx2c4,Jason A. Donenfeld,
mrtrkmn,Ahmet Türkmen,
dmcgowan,Derek McGowan,
llhhbc,llhhbc,
psftw,Peter Salvatore,
stbenjam,Stephen Benjamin,
kdomanski,Kamil Domański,
SimonBarendse,Simon Barendse,
crosbymichael,Michael Crosby,
grooverdan,Daniel Black,
tmp6154,Vitaly Ostrosablin,
ambakshi,Amit Bakshi,
odinuge,Odin Ugedal,
TuringCodeOne,Peng Tsinv,
ldelossa,Louis DeLosSantos,
SataQiu,SataQiu,
bamarni,Bilal Amarni,
ddebroy,Deep Debroy,
rindeal,Jan Chren,
Snorch,Pavel Tikhomirov,
jterry75,Justin,
urp,Peter Urban,
ydcool,Dominic Yin,
zelahi,Zuhayr Elahi,
michael2012z,Michael,
zappy-shu,Nick Adcock,
rgulewich,Rob Gulewich,
lemrouch,Pavel Matěja,
omegacoleman,Coleman,
jim-docker,Jim Ehrismann,
iggy,Iggy Jackson,
achantapavan,pavan kumar achanta,
Dmole,Tim,
dohse,Jonas Dohse,
ZYecho,Yue Zhang,
wiktor-k,Wiktor Kwapisiewicz,
tuonga,Tim Tsai,
dontub,dontub,
yyb196,frankyang,
ijc,Ian Campbell,
xiaoxubeii,Tim Xu,
djsweet,Daniel Sweet,
ollypom,Olly P,
stafwag,staf,
yashmurty,Yash Murty,
kunalkushwaha,Kunal Kushwaha,
TheHackerDev,Dev,
ehazlett,Evan Hazlett,
SvenDowideit,Sven Dowideit,
goldwynr,Goldwyn Rodrigues,
lsilvs,Lucas Silvestre,
andyliuliming,Liming Liu,
withlin,JinLin Fu,
giovanism,Giovan Isa Musthofa,
vieiramanoel,Manoel Vieira,
alexei38,Alexei Margasov,
imxyb,xyb,
mavenugo,Madhu Venugopal,
m-hu,How Who,
mrueg,Manuel Rüger,
lifubang,lfbzhm,
ajatkj,ajatkj,
RenaudWasTaken,Renaud Gaubert,
daym,Danny Milosavljevic,
avikivity,Avi Kivity,
quasilyte,Iskander (Alex) Sharipov,
xichengliudui,LiuDui,
segevfiner,Segev Finer,
bynnchapu,Noriki Nakamura,
mfechner,Matthias Fechner,
alexellis,Alex Ellis,
dani-docker,Dani Louca,
mountkin,Shijiang Wei,
NonCreature0714,Bill Brubaker (wwbrubak),
nakabonne,Ryo Nakao,
gaorong,Rong Gao,
eashi,Emad Alashi,
wk8,Jean Rougé,
andrey-ko,Andrey Kolomentsev,
chenxull,chenxu,
amenophis,Jérémy Leherpeur,
sreis,Simão Reis,
kylewuolle,Kyle,
fntlnz,Lorenzo Fontana,
objcat,不伤手的白猫,
kwojcicki,Krystian,
gabriel376,Gabriel,
robin-thoni,Robin Thoni,
dave-tucker,Dave Tucker,
mickael-carl,Mickaël Carl,
vdemeester,Vincent Demeester,
ChrisSalisbury,Chris Salisbury,
glensc,Elan Ruusamäe,
LinuxMercedes,lm,
steveazz,Steve Azzopardi,
avagin,Andrei Vagin,
sirlatrom,Sune Keller,
debayande,Debayan De,
slp,Sergio Lopez,
innovimax,Innovimax,
josegonzalez,Jose Diaz-Gonzalez,
maximilianomaccanti,Maximiliano Maccanti,
RaviTezu,RaviTeja Pothana,
FabianKramm,Fabian Kramm,
farnasirim,Mohammad Nasirifar,
tyhi,Tyler Hill,
antonmoeriksson,Anton Mo Eriksson,
claymodel,Elias Hasnat,
Bevisy,Binbin Zhang,
dmandalidis,Dimitris Mandalidis,
gaozhenhai,Zhenhai Gao,
tfenster,Tobias Fenster,
jaswdr,Jonathan Schweder,
chaosmatrix,chaos matrix,
artheus,Morten Hekkvang,
huangqg,Jerry Huang,
mooncak,Bily Zhang,
justrich,Rich Horwood,
dnephin,Daniel Nephin,
moredhel,Hamish,
accepting,Jun Li,
mjameswh,James Watkins-Harvey,
kangp3,Peter Kang,
mjeromin,Mark Jeromin,
peacedata0,peace_data,
selansen,elangovan sivanandam,
harrisonturton,Harry,
vatcher,Vitali,
anshulpundir,Anshul Pundir,
nonspecialist,Colin Panisset,
sargun,Sargun Dhillon,
RohitK89,Rohit Kapur,
fcrisciani,Flavio Crisciani,
jiria,Jiri Appl,
mirake,Rui Cao,
IRCody,Cody Roseborough,
16yuki0702,16yuki0702,
dhiltonp,David Hilton,
padaVVan,Oleg Koltsov,
adrielldagasuan,Adriell Dagasuan,
benny-gold,Ben Gould,
riverzhang,Rong Zhang,
patrick-east,Patrick East,
liyongxin,Yongxin Li,
AntaresS,Anda Xu,
rsrchboy,Chris Weyl,
TinySong,tony,
rdaniels6813,Ryan,
keyolk,keyolk,
slay,Oli,
nashasha1,Xiaodong Zhang,
scf0920,Chengfei Shang,
tunblr,Lihua Tang,
jianliao82,liaoj,
tossmilestone,Shaw Ho,
mtrmac,Miloslav Trmač,
salah-khan,Salahuddin Khan,
dhiltgen,Daniel Hiltgen,
SeungUkLee,Seunguk Lee,
estesp,Phil Estes,
KimMachineGun,Geon Kim,
Yadnyawalkya,Yadnyawalkya Tale,
dims,Davanum Srinivas,
msabansal,Sandeep Bansal,
edrevo,Ximo Guanter,
danihodovic,Dani Hodovic,
adhulipa,Aditya Dhulipala,
feeloo007,Philippe GONCALVES,
flx42,Felix Abecassis,
poizan42,Kasper Fabæch Brandt,
johnstep,John Stephens,
harmathy,Max Harmathy,
Russtopia,Russtopia,
rhatdan,Daniel J Walsh,
cwgem,Chris White,
Projjol-zz,Projjol Banerji,
cyli,Ying Li,
storykim,Donghwa Kim,
ctelfer,Christopher Adam Telfer,
runcom,Antonio Murdaca,
mykeul,Mickaël Remars,
ianchen-tw,Ian Chen,
zer0se7en,SE7EN,
omidkrad,Omid K. Rad,
albers,Harald Albers,
reporter123,Michael Reeves,
arm64b,Dennis Chen,
MartinMuzatko,Martin Muzatko,
LaurentGoderre,Laurent Goderre,
notanaverageman,Yusuf Tarık Günaydın,
Mischi,Fabian Raetz,
Benjamin28,Benjamin Baker,
jstarks,John Starks,
Dayanand-Chinchure,Dayanand Chinchure,
jshachm,Haomin Tsai,
nvcastet,Nicolas Castet,
francescomari,Francesco Mari,
kunaltyagi,Kunal Tyagi,
tophj-ibm,Christopher Jones,
laoshancun,Laoshancun,
Sytten,Émile Fugulin,
zq-david-wang,David Wang,
bachp,Pascal Bach,
muesli,Christian Muehlhaeuser,
TetsujinOni,Jonathan Choy,
nwneisen,Nick Neisen,
lcnja,Kim Ko,
skyc024,chenyuzhi,
mat007,Mathieu Champlon,
jtilander,Jim Tilander,
wagoodman,Alex Goodman,
abhi,Abhinandan Prativadi,
cgxu519,龙虾星人,
darstahl,Darren Stahl,
aureliojargas,Aurelio Jargas,
emanb29,Ethan Bell,
FANHIDE,zhangyunfan,
wdhif,Wassim Dhif,
Sh4d1,Patrik,
novas0x2a,Mike Lundy,
alexjomin,Alexandre Jomin,
j-haj,Jeff Hajewski,
medakk,Karthik Karanth,
allencloud,Allen Sun,
odg0318,Donny,
stevvooe,Stephen Day,
zorrorffm,Fangming.Fang,
redbaron,Maxim Ivanov,
chungers,David Chung,
daeMOn63,daeMOn,
otiai10,Hiromu OCHIAI,
quadespresso,Jim Carroll,
anusha-ragunathan,Anusha Ragunathan,
jessfraz,Jess Frazelle,
rdallman,Reed Allman,
jim-minter,Jim Minter,
xujihui1985,AngrySean,
alejgh,Alejandro González Hevia,
boynux,Mohamad Arab,
muicoder,muicoder,
manabusakai,Manabu Sakai,
mnussbaum,Michael Nussbaum,
agawish,Amr Gawish,
luzhipeng-zte,luzhipeng,
pslacerda,Pedro Lacerda,
iporsut,Weerasak Chongnguluam,
nogoegst,Ivan Markin,
wenlxie,wenlxie,
wcwxyz,wangchao,
nalind,Nalin Dahyabhai,
sirreal,Jon Surrell,
Pennyzct,Penny,
emil2k,Emil Davtyan,
cosmo0920,Hiroshi Hatake,
r2d4,Matt Rickard,
mlaventure,Kenfe-Mickaël Laventure,
Ahmadposten,Posten,
mixja,Justin Menga,
shutefan,Stephan Spindler,
adampointer,Adam Pointer,
robertabcd,Robert Wang,
ignatk,Ignat Korchagin,
bruegth,Thomas Brüggemann,
vrothberg,Valentin Rothberg,
joelwurtz,Joel Wurtz,
antongocode,Anton Hendriks,
davies,Davies Liu,
ASMfreaK,Pavel Pletenev,
javabrett,Brett Randall,
joninvski,Joao Trindade,
imroc,roc,
ndeloof,Nicolas De loof,
marcusmartins,Marcus Martins,
MovieStoreGuy,Sean Maraciniak,
corbin-coleman,Corbin Coleman,
ghislainbourgeois,Ghislain Bourgeois,
fritzdj,Daniel Fritz,
rhvgoyal,Vivek Goyal,
matt-softlogic,Matt Patterson,
jahkeup,Jacob Vallejo,
jhhwang4195,fang,
peterparkers,Tony Roger Wayne,
schomatis,Lucas Molas,
gorilla001,gorilla,
boucher,Ross Boucher,
ikarpovich,Igor Karpovich,
dqminh,"Daniel, Dao Quang Minh",
cbirajdar,Chetan Birajdar,
nictuku,Yves Junqueira,
zemanlx,Vlastimil Zeman,
huangyanhong,Amy Huang,
soccerGB,Cheng-mean Liu,
maurorappa,maurorappa,
masaeedu,Asad Saeeduddin,
vnktram,Venkat Ram,
denverdino,Li Yi,
imumesh18,Umesh Yadav,
brauner,Christian Brauner,
XuJun00192603,许君,
ChiuWang,Chao Wang,
chris-crone,Chris Crone,
yahzaa,Chandrakant Kumar,
sjeeva,Jeeva S. Chelladhurai,
madhanrm,Madhan Raj Mookkandy,
abc985,Boonma,
soulshake,AJ Bowen,
karbox,Jarosław Dębowski,
dekkagaijin,Jake Sanders,
lioncruise,Shijun Qin,
shyr,Sungho Moon,
zuiurs,Mizuki Urushida,
CharlieR-o-o-t,Siarhei Rasiukevich,
mcandre,Andrew,
joyce,Joyce Jang,
jirawat050,Jirawat,
heddle317,Kate,
JackDanger,Jack Danger,
clnperez,cnorman,
itsafire,Andreas Elvers,
akimd,Akim Demaille,
BSWANG,Bingshen Wang,
michaelyou,micheal you,
huangjiuyuan,Jiuyuan Huang,
tych0,Tycho Andersen,
riyazdf,Riyaz Faizullabhoy,
friederbluemle,Frieder Bluemle,
ryansimmen,Ryan Simmen,
bparees,Ben Parees,
LK4D4,Alexander Morozov,
adnxn,adnan,
x1957,x1957,
Jeyanthinath,Jeyanthinath MuthuRam,
liron-l,Liron Levin,
gaurav172,Gaurav Sultane,
yujuhong,Yu-Ju Hong,
zqdlove,Chuck,
sterchelen,Nicolas Sterchele,
platy,Mike Bush,
euank,Euan Kemp,
dsheets,David Sheets,
crassirostris,Mik Vyatskov,
pascalgn,Pascal,
cezarsa,Cezar Sá Espinola,
shouze,Sébastien HOUZÉ,
jboero,JohnnyB,
wgliang,Leon Wang,
vieux,Victor Vieux,
ggarnier,Guilherme Garnier,
vizv,Viz,
ndrewnee,Andrew Nee,
iaguis,Iago López Galeiras,
mion00,Carlo Mion,
nmeyerhans,Noah Meyerhans,
GaretJax,Jonathan Stoppani,
tizhou86,Ti Zhou,
krizalys,Christophe Vidal,
simonvik,Simon Vikström,
arifch2009,Arif A,
alicefr,Alice Frosi,
fnoeding,Florian Noeding,
yastij,Yassine TIJANI,
pmoust,Panagiotis Moustafellos,
nbaztec,Nisheeth Barthwal,
rcjsuen,Remy Suen,
gupta-ak,Akash Gupta,
aboch,Alessandro Boch,
wrfly,Shaun,
jlhawn,Josh Hawn,
ChenMin46,Miner46,
yuexiao-wang,Daniel (Yuexiao) Wang ,
coredumperror,Robert Rollins,
rnataraja,Rajesh Nataraja,
nhlfr,Michal Rostecki,
yograterol,Yohan Graterol,
npgm,Nathan McCloskey,
dlsniper,Florin Pățan,
aaronlehmann,Aaron Lehmann,
bonczj,Josh Bonczkowski,
m4r10k,Mario Kleinsasser,
dodiadodia,WENJUN TANG,
hernandanielg,Hernan Garcia,
deepak9438,Developer,
jpetazzo,Jérôme Petazzoni,
swernli,Stefan J. Wernli,
hqhq,Qiang Huang,
pims,Tim Bart,
wenjianhn,Jian Wen,
LukeJaffe,Luke Jaffe,
yummypeng,Yuanhong Peng,
nishanttotla,Nishant Totla,
mauri,Mauricio Garavaglia,
shishir-a412ed,Shishir,
gwendolynne,Mimulus Guttatus,
yaocaigen,Pengfei Yang,
lixiaobing1,lixiaobing,
ishidawataru,Wataru Ishida,
fabiokung,Fabio Kung,
glasser,David Glasser,
ani-sinha,Ani Sinha,
nhorman,Neil Horman,
rremer,Royce Remer,
nodakai,"NODA, Kai",
TomSweeneyRedHat,Tom Sweeney,
ecnerwala,Andrew Lawrence He,
Syntaxide,Alexander Midlash,
raja-sami-10p,Raja Sami,
darkowlzz,Sunny,
sungwonh,Sungwon Han,
bergwolf,Peng Tao,
naag,Peter Bücker,
php-coder,Slava Semushin,
hsluoyz,Yang Luo,
bdeluca,Ben de Luca,
yanghonggang,Yang Honggang,
sbko,Stanislav Bondarenko,
naveedjamil,Naveed Jamil,
davidxia,David Xia,
tpot,Tim Potter,
bschwind,Brian Schwind,
aluzzardi,Andrea Luzzardi,
gesellix,Tobias Gesellchen,
alfred-landrum,Alfred Landrum,
KevinTHU,Xin He,
szegedim,Miklos Szegedi,
YuPengZTE,Yu Peng,
dongluochen,Dongluo Chen,
fd,Simon Menke,
denisw,Denis Washington,
mattray,Matt Ray,
masahide,YAMASAKI Masahide,
jphuynh,Jean-Pierre Huynh,
jeffhuys,Jeff Huijsmans,
gkze,George Kontridze,
zhangxiaoyu-zidif,Xiaoyu Zhang(Tim),
nwt,Noah Treuhaft,
mdlinville,Matt Linville,
gdevillele,Gaetan de Villele,
chrisdias,Chris Dias,
endemics,Gildas Le Nadan,
ColinHebert,Colin Hebert,
philippgille,Philipp Gillé,
imkin,Dhawal Yogesh Bhanushali,
wsong,Wayne Song,
someword,Derek Olsen,
jvmatl,John Martinez,
gjaskiewicz,Grzegorz Jaśkiewicz,
jamiehannaford,Jamie Hannaford,
friism,Michael Friis,
shhsu,Peter Hsu,
denis-soundcloud,Denis Defreyne,
icecrime,Arnaud Porterie,
jmaitrehenry,Julien Maitrehenry,
daehyeok,Daehyeok Mun,
bbodenmiller,Ben Bodenmiller,
scjane,Wang Jie,
rogaha,Roberto Gandolfo Hashioka,
djalal,djalal,
Sergeant007,Sergey Tryuber,
LookingLMH,Minghang Liu,
bhavin192,Bhavin Gandhi,
vishnu-narayanan,Vishnu Narayanan,
hairyhenderson,Dave Henderson,
sh-abhi,Abhishek,
alvin319,Alvin Deng,
tippexs,Lenny Linux,
gschaetz,Gary Schaetz,
shykes,Solomon Hykes,
sul3n3t,Justin Cummins,
perweij,Per Weijnitz,
sameo,Samuel Ortiz,
coreyfarrell,Corey Farrell,
JunoJunho,Junho Kim,
jwhonce,Jhon Honce,
mkumatag,Manjunath Kumatagi,
mikecasas,Mike Casas,
miaoyq,Yanqiang Miao,
guessi,guessi,
tabakhase,Tabakhase,
pnaga,Pradeep Nagaraju,
prertik,Pratik Karki,
vosst,Thomas Voß,
KarthikNayak,Karthik Nayak,
Vishant0031,Vishant,
duglin,Doug Davis,
JoshkVFX,Josh,
pacoxu,Paco Xu,
krasi-georgiev,Krasimir Georgiev,
breuner,Sven Breuner,
icapurro,Ignacio Capurro,
harche,Harshal Patil,
ewindisch,Erica Windisch,
JimGalasyn,Jim Galasyn,
joaofnfernandes,Joao Fernandes,
zozo123,Yossi Eliaz,
jessefarinacci,Jesse Farinacci,
sdurrheimer,Steve Durrheimer,
ianphil,Ian Philpot,
zigarn,Alexandre Garnier,
jhuiting,Jos Huiting,
catinthesky,"Yao, Zaiyong",
seriousben,Benjamin Boudreau,
FabianLauer,Fabian Lauer,
jonisar,Joni Sar,
gpflaum,Greg Pflaum,
MickelSierra85,Mickel Sierra,
dccurtis,Douglas Curtis,
ffoysal,Foysal Iqbal,
JohnMaguire,John Maguire,
dgageot,David Gageot,
xuliker,Like Xu,
felicianotech,Ricardo N Feliciano,
cooltoast,Markan Patel,
ngaro,Nikolas Garofil,
PureWhiteWu,Pure White,
toolchainX,Linhua Tan,
erikstmartin,Erik St. Martin,
erxian,Evelyn.Xu,
dattatrayakumbhar,dattatraya.kumbhar,
yallop,Jeremy Yallop,
egnoriega,EG Noriega,
sascha-andres,Sascha Andres,
sanimej,Santhosh Manohar,
jen20,James Nugent,
jlaswell,John Laswell,
xbglowx,Brian Glogower,
ismaelfernandezscmspain,ismael.fernandez,
amatsus,Akihiro MATSUSHiMA,
christopher-gibson,Chris Gibson,
rootsongjc,Jimmy Song,
hbhdwxf,jackwang,
qudongfang,Dongfang Qu,
chawlanikhil24,Nikhil Chawla,
TheHipbot,Jeremy Chambers,
thtanaka,Thomas Tanaka,
rdsubhas,Subhas Dandapani (RDX),
rawkode,David McKay,
johanwasserman,Johan,
kevinfeyrer,Kevin,
ddingel,Dominik Dingel,
genki,Genki Takiuchi,
williamh,William,
zweid,Daniel Düring,
capipo,Francisco Flores,
Helen-Xie,Yulin Xie,
xuzhenglun,Reficul,
fike,Fernando ike,
docbobo,Boris Prüßmann,
funkydorian,Dorian Sezen,
ionrover2,Austin Tucker Hall,
pastcompute,Andrew McDonnell,
xulike666,Aaron.L.Xu（abandoned）,
WeiZhang555,zhangwei_cs,
jmzwcn,Daniel Zhang,
bbayani,Bhumika Bayani,
dargor,Gabriel Linder,
cmehay,Christophe Mehay,
Hyzhou,Misaka Mikoto,
ZhengongCai,Zhengong Cai,
tonglil,Tony Li,
coldTea214,Wang Xing,
kevinetc123,Kevin Kern,
danielpanteleit,Daniel Panteleit,
NickrenREN,Yuquan Ren,
troy0820,Troy Connor ,
shin-,Joffrey F,
godefroi,Mark Parker,
milindchawre,Milind Chawre,
huangyanxiong01,huangyanxiong,
Mashimiao,Ma Shimiao,
johndmulhausen,John Mulhausen,
mattmoor,Matt Moore,
jroenf,jroenf,
wernight,Werner Beroux,
khudgins,Keith Hudgins,
lewisdaly,Lewis Daly,
Nqoba-Steven,blimp_inc,
skabashnyuk,Sergii Kabashniuk,
DiSiqueira,Diego Siqueira,
aeijdenberg,Adam Eijdenberg,
nathanleclaire,Nathan LeClaire,
gportay,Gaël PORTAY,
FrenchBen,French Ben,
codevulture,Jaivish Kothari,
ashugreat0,Asheesh Lohia,
ralphtheninja,Lars-Magnus Skog,
Thynix,Steve Dougherty,
stevenh,Steven Hartland,
tabboud,Tony Abboud,
breser,Ben Reser,
mikesir87,Michael Irwin,
twang2218,Tao Wang,
ijrandom,Dmytro Shyshkin,
jessicaannajames,JESSICA ANNA JAMES,
stupendous-man,Diego Romero,
zhanghaou,Hao Zhang,
sinverso,Samuel Inverso,
DieterReuter,Dieter Reuter,
aduermael,Adrien Duermael,
tg123,Boshi Lian,
e4jet,Eric Forgette,
mikedougherty,Mike Dougherty,
davidwilliamson,David Williamson,
iliana,iliana etaoin,
williammartin,William Martin,
jeveleth,Josh Eveleth,
YunxiangHuang,Yunxiang Huang,
caervs,Ryan Abrams,
ahmetb,Ahmet Alp Balkan,
ncdc,Andy Goldstein,
timthelion,Timothy Hobbs,
jaczhao,jack zhao,
forever043,Jiuyue Ma,
xlgao-zju,Xianglin Gao,
Dmitry-k42,Dmitry,
zhenghenghuo,zhenghenghuo,
tronicum,Stefan S.,
qar,Qiao Anran,
dongziming,qidong,
liliVicky,Vicky,
guohaifang,guohaifang,
londoncalling,Victoria Bialas,
michael-k,Michael K.,
ericcurtin,Eric Curtin,
hongbin,Hongbin Lu,
trapier,Trapier Marshall,
realityone,realityone,
bfirsh,Ben Firshman,
vicamo,You-Sheng Yang,
djmaze,Martin Honermeyer,
ohmk,Kei Ohmura,
pengqinglan,Qinglan Peng,
inspire12,"Seo, Yeong-Hak",
lhsvobodaj,Luiz Hermes Svoboda Junior,
jovizhangwei,WEI,
chrisgavin,Chris Gavin,
elifa,Elias Faxö,
liketic,Like,
endophage,David Lawrence,
sudswas,Sudipto Biswas,
sathieu,Mathieu Parent,
ipbabble,William Henry,
jacobtomlinson,Jacob Tomlinson,
zteBill,Zhenkun Bi,
gjtempleton,Guy Templeton,
felipeweb,Felipe Oliveira,
tomdee,Tom Denham,
akshaykarle,Akshay Karle,
tomwilkie,Tom Wilkie,
cizixs,cizixs,
diogomonica,Diogo Mónica,
Ghnuberath,Sean McIntyre,
vikstrous,Viktor Stanchev,
shibli786,Syed Moinuddin Shibli,
datawolf,Wang Long,
